,comments,score
161,感觉还可以 而且看了下 自己购买的是顶配的 还真是12G+3G的运行内存。感觉突然高大上了 现在很多还都在8G运行上 我的都15了 想想都开心。 很不错 很不错。希望能够反应够快吧 不卡顿。刚刚收到 充电还没试过 不过充电头真的大。而且重。后期使用之后再来追加吧。,1
162,用了三四天，手机运行很流畅，屏幕分辨率也很好，玩手机游戏也很流畅！,1
163,年前买的，年后就促销打折100块，坑,0
164,两k屏看起来很不错，运行比较流畅，充电比较快，电池差不多可以用一天，拍照效果很不错，整体还算满意,1
165,发货速度很慢，屏幕确实不好，绿屏了。。。不开调光有一点绿，开了更明显了，运气不好，我同事买的那个就没绿?懒得换货了，屏幕颗粒感比较严重，不清晰比较模糊，有一个边的后缝有点大，续航一般，充电是真的快，其他方面还不错其实，就是屏幕真的硬伤,0
166,这款手机比较薄，很精致，这个颜色我特别喜欢，非常的好看，第一次用鸿蒙系统，感觉非常的不错，手机很是流畅，爱了爱了。京东物流评分满分，相当满意，,1
167,外形外观：很好看，我买的蓝色的，很好看\n屏幕音效：音质很好，双扬声器比之前那种好多了\n拍照效果：很清晰，一亿像素拍照真的很好，很清晰\n运行速度：高刷一开 真的很流畅\n待机时间：有点费电,1
168,外形外观：非常喜欢，手感体验很符合期待。直角边框，斜对角摄像头\n\n屏幕音效：声音通话，目前很清脆，不过要根据当地基站影响\n\n拍照效果：拍照那可太可以了啊，高清，一张照片接近10m\n运行速度：流畅新手机嘛\n待机时间：不玩游戏，一天完全无压力,1
169,手机外观真的好看，简直是个艺术品，华为的高级感一直都在，5G确实是遗憾，但华为已经尽力了，加油吧,1
170,刚买就降价一百，真坑,0
171,早知道数据线才一米的打死我也不买第一次买手机数据线给一米的,0
172,10?10?10?10????,0
173,春节期间就开始出现无故不断地重启，今天更是频繁，根本不能用。,0
174,物流第二天就到了，手机用了有十天了，各方面都很惊艳，特别是屏幕太爽了，看久了这个屏幕再去看其他屏幕有点不如眼了，还有扬声器音效也特别的棒，拍照效果也是惊艳，目前续航能力感觉还行不知道用久了会怎么样，运行速度操作流畅，对比过很多手机最终还是选择了三星，果然没有让我失望,1
175,外形外观：两个大摄像头，很有识别性。\n拍照效果：拍照效果简直绝了，分分钟淘汰苹果plus。。\n运行速度：速度非常快，上网太六了。\n待机时间：一天吧足够了。,1
176,外形外观：虽然屏幕大 但是拿在手里并不觉得重\n\n拍照效果：8k的分辨率，用来摄像真是非常清晰,1
177,外形外观：颜值很高，很有范儿\n运行速度：飞一般的赶脚\n待机时间：正常使用撑一天很轻松\n其他特色：充电非常快，30%-100%，10分钟吧，早上起来先充电，洗刷完毕也就充满了,1
178,白天拍照颜色失真，夜间拍照不清晰，模糊。,0
179,6月初说是618保价买的，可618一看价格便宜200，也不退款 垃圾,0
180,手机买完之后手机总是自动没信号sim卡重启，要求退货，京东检测说没问题，后来把5g信号关了好用了可是这电话不是5g版本吗？我的卡是5g为什么一开5g就是没信号，这个不是毛病吗？不折腾了就这样吧！,0
181,"1,外观，整机非常漂亮，手感好，镜头三只大眼情造型，非常好看，前置镜头挖孔小，屏幕整体感强，整机轻薄，手感好。\n2,屏幕，素质不错，阳光下清晰可见，色彩饱满。\n3, 性能，强劲，旗舰水平，骁龙870无敌了，日常使用非常流畅，游戏性能强劲，中度使用续航一天一充充电速度半个小时。简直速度太快了。\n4, 相机，用过几次，4800万够用，拍照录像都不错，日常使用没问题，成片质量不错。光学抖动太完美了。\n5, 系统，很满意，120HZ简直太完美了。\n一直用vivo相信vivo。",1
182,此用户未填写评价内容,1
183,华为p50pro就是个败笔 拍照拉胯 失真模糊 宣传200倍变焦 到手只有100倍 拍照失真 没有5G 找华为客服他们 他们说机器没有问题 剩下嘴硬 图下就是华为p50pro拍照都 还不如华为p40pro  你们都是口头说支持而我却是真的买了 这就是你们口中的华为p50pro？ 6000块钱我还不如买某果和某星 找客服各种推,0
184,外形外观：外观漂亮大气\n屏幕音效：屏幕也行有频闪，音响很好音质清晰\n拍照效果：拍照效果很好\n运行速度：运行速度快嘎嘎\n待机时间：掉电有点快，不过配有66w闪充杠杠滴\n其他特色：还送了耳机，这是我用了几天后才来评价京东自营值得够买,1
185,手机未收到，居然收货了,0
186,下单第二天就收到了三星s21，太漂亮了。三星的做工真是没话说，系统也流畅，辨识度很高，真是精致的手机，屏幕显示很棒。希望待机时间可以撑到一天。,1
187,**，刚刚买就降价200玩毛喔,0
188,手机偶尔发热，不知道什么原因，有些失望！,0
189,千万不要买 感觉上当了 只发了一部手机 一个充电器都没有 而且物流非常慢,0
190,超级慢的手机，接电话也听不到声音，对华为超级失望，直播中奖的保温杯至今未收到，呵呵再也不买华为,0
191,很不好的一次购物体验，买完就降价好几百块(?▽?),0
192,我的小8熬了几年了实在不行了，就想换一个专门来工作用，毕竟生活和工作分开嘛。第一次用小米，质感不错。系统响应也还可以，没有让我失望，像素挺高，画质也很棒。都挺好，挺喜欢的。,1
193,外形外观：外观还可以\n屏幕音效：也可以\n拍照效果：很清晰\n运行速度：还不知道\n\n待机时间：一天\n其他特色：方方面面都可以\n支持到家都来买,1
194,本次购买的小米11手机非常漂亮，忧伤，运行各种app非常不错的一款产品，作为旗舰机样样精通，可以排在可以走长续航，可以有流畅的运行，真的很不错，非常满意的一次购物体验，真的是比其他的国产手机要高一个段位。,1
195,同是活动，前面还以为抢购到很幸运，结果现在更便宜了?,0
196,我才买了几天，，，降价了。。。。。保价也不给,0
197,应用闪退，闪退，闪退，还没一个月就出现这种问题，问客服，清除应用数据，呵呵，那我还要这手机有**，最差的小米产品，小米9pro都没这种毛病，唉，失望透顶,0
198,拍的时候显示当天到货，一付完款就显示两天后到货，京东的信誉呢？,0
199,为什么连接车载蓝牙后自动断线,0
200,外观精致，美观大方。配置高，速度快。在同等配置的机型里，性价比最高。相机功能极好！值得拥有！,1
201,物流服务比想象中快很多，起先以为会等好长时间的货，没想到很快就收到了。手机外形美观，握在手中很舒服，操作更是没得说的好操作，为国产手机点赞！,1
202,手感很好，做工精细，特别买的最大的内存，高配版本，用起来很流畅，客服态度也很好，物流超快，下次给老婆也买个。,1
203,外形外观：外观漂亮，蓝色还行，美观大方 。\n屏幕音效：屏幕清晰，显示效果出色，播放清晰，音质很好，外形小巧，携带方便。\n运行速度：运行速度很快很流畅速度快\n拍照效果：拍照效果不错，拍照效果很好，很清晰 。\n待机时间：目前还不错，不玩游戏，只打电话一天一充。,1
204,才买了4天，现在就掉价了，不保价，耳机也没有，服了，昨天屏幕还一闪一闪的，再继续观察,0
205,不知怎么的，刚收到第二天手机登录app就一直黑屏。还要等售后拿去检测后才能换（最终也不知道是真换还是又给打发回来）,0
206,外形外观：漂亮大气，颜值高，重量刚刚好\n其他特色：送了一个透明保护壳，非常好，充电器分量足。\n\n终于抢到小米11首发了，刚刚收到货，确实物超所值，蓝色很漂亮，比其它5G手机要薄要轻，12G运行内存，完美。,1
207,4000块钱机子各种掉帧还烧机，还不如三年前2500买的hwnove5。广告还多，真是跑分没输过体验没赢过，也就这一次，再也不会买米,0
208,很快就到了，全新正品?，拿到第一时间开启k50双卡双待，第一个安卓机，双卡双待太棒了，苹果虽然系统流畅，但双卡太局限了，换了这个再也不想用苹果了！,1
209,打游戏真心不错,1
210,手机未收到，居然收货了,0
211,外形外观：非常精致小巧，一只手使用刚刚好！\n运行速度：手机运行速度，目前来说还是比较快的！\n待机时间：日常中度使用，手机的续航能力还不错！,1
212,用过很多牌子的手机，从以前的诺基亚、摩托罗拉、华为、vivo 、苹果，用的最多的就是苹果。\n但是，但是，今天买了三星手机，第一次想试下这个牌子手机如何，却发现，原来买手机，只有充电线，只有充电线，没有充电线插头。\n问了客服说，只有充电线，没有插头，说明清单里面没有写插头的。试问：谁买手机还会看手机有没有插头的？有吗？\n这还不算，其他手机的插头也可以通用，三星到好，三星的插头是它独有的，你必须要单独买它的插头，不然你手机充不了电。\n没办法。买，一问，一个插头179元。\n三星手机，让我刷新了我的三观，不管手机质量如何，这明晃晃拿刀砍人让我没有任何好感，以后也绝对不会碰三星的产品的。\n谁知道，一个公司的产品，会不会又有其他突破你常识的坑呢！\n朋友们，共勉！,0
